p_code,province,c_code,city,a_code,area
52,贵州省,5207,安顺市,520705,镇宁布依族苗族自治县
52,贵州省,5207,安顺市,520706,紫云苗族布依族自治县
52,贵州省,5208,黔东南苗族侗族自治州,520801,凯里市
52,贵州省,5208,黔东南苗族侗族自治州,520802,黄平县
52,贵州省,5208,黔东南苗族侗族自治州,520803,施秉县
52,贵州省,5208,黔东南苗族侗族自治州,520804,三穗县
52,贵州省,5208,黔东南苗族侗族自治州,520805,镇远县
52,贵州省,5208,黔东南苗族侗族自治州,520806,岑巩县
52,贵州省,5208,黔东南苗族侗族自治州,520807,天柱县
52,贵州省,5208,黔东南苗族侗族自治州,520808,锦屏县
52,贵州省,5208,黔东南苗族侗族自治州,520809,剑河县
52,贵州省,5208,黔东南苗族侗族自治州,520810,台江县
52,贵州省,5208,黔东南苗族侗族自治州,520811,黎平县
52,贵州省,5208,黔东南苗族侗族自治州,520812,榕江县
52,贵州省,5208,黔东南苗族侗族自治州,520813,从江县
52,贵州省,5208,黔东南苗族侗族自治州,520814,雷山县
52,贵州省,5208,黔东南苗族侗族自治州,520815,麻江县
52,贵州省,5208,黔东南苗族侗族自治州,520816,丹寨县
52,贵州省,5209,黔南布依族苗族自治州,520901,都匀市
52,贵州省,5209,黔南布依族苗族自治州,520902,福泉市
52,贵州省,5209,黔南布依族苗族自治州,520903,荔波县
52,贵州省,5209,黔南布依族苗族自治州,520904,贵定县
52,贵州省,5209,黔南布依族苗族自治州,520905,瓮安县
52,贵州省,5209,黔南布依族苗族自治州,520906,独山县
52,贵州省,5209,黔南布依族苗族自治州,520907,平塘县
52,贵州省,5209,黔南布依族苗族自治州,520908,罗甸县
52,贵州省,5209,黔南布依族苗族自治州,520909,长顺县
52,贵州省,5209,黔南布依族苗族自治州,520910,龙里县
52,贵州省,5209,黔南布依族苗族自治州,520911,惠水县
52,贵州省,5209,黔南布依族苗族自治州,520912,三都水族自治县
53,云南省,5301,文山壮族苗族自治州,530101,广南县
53,云南省,5301,文山壮族苗族自治州,530102,文山市
53,云南省,5301,文山壮族苗族自治州,530103,砚山县
53,云南省,5301,文山壮族苗族自治州,530104,西畴县
53,云南省,5301,文山壮族苗族自治州,530105,麻栗坡县
53,云南省,5301,文山壮族苗族自治州,530106,马关县
53,云南省,5301,文山壮族苗族自治州,530107,丘北县
53,云南省,5301,文山壮族苗族自治州,530108,富宁县
53,云南省,5302,昆明市,530201,五华区
53,云南省,5302,昆明市,530202,盘龙区
53,云南省,5302,昆明市,530203,官渡区
53,云南省,5302,昆明市,530204,西山区
53,云南省,5302,昆明市,530205,东川区
53,云南省,5302,昆明市,530206,呈贡区
53,云南省,5302,昆明市,530207,晋宁县
53,云南省,5302,昆明市,530208,富民县
53,云南省,5302,昆明市,530209,宜良县
53,云南省,5302,昆明市,530210,石林彝族自治县
53,云南省,5302,昆明市,530211,嵩明县
53,云南省,5302,昆明市,530212,禄劝彝族苗族自治县
53,云南省,5302,昆明市,530213,寻甸回族彝族自治县
53,云南省,5302,昆明市,530214,安宁市
53,云南省,5303,曲靖市,530301,麒麟区
53,云南省,5303,曲靖市,530302,马龙县
53,云南省,5303,曲靖市,530303,陆良县
53,云南省,5303,曲靖市,530304,师宗县
53,云南省,5303,曲靖市,530305,罗平县
53,云南省,5303,曲靖市,530306,富源县
53,云南省,5303,曲靖市,530307,会泽县
53,云南省,5303,曲靖市,530308,沾益县
53,云南省,5303,曲靖市,530309,宣威市
53,云南省,5304,玉溪市,530401,红塔区
53,云南省,5304,玉溪市,530402,江川县
53,云南省,5304,玉溪市,530403,澄江县
53,云南省,5304,玉溪市,530404,通海县
53,云南省,5304,玉溪市,530405,华宁县
53,云南省,5304,玉溪市,530406,易门县
53,云南省,5304,玉溪市,530407,峨山彝族自治县
53,云南省,5304,玉溪市,530408,新平彝族傣族自治县
53,云南省,5304,玉溪市,530409,元江
53,云南省,5305,昭通市,530501,昭阳区
53,云南省,5305,昭通市,530502,鲁甸县
53,云南省,5305,昭通市,530503,巧家县
53,云南省,5305,昭通市,530504,盐津县
53,云南省,5305,昭通市,530505,大关县
53,云南省,5305,昭通市,530506,永善县
53,云南省,5305,昭通市,530507,绥江县
53,云南省,5305,昭通市,530508,镇雄县
53,云南省,5305,昭通市,530509,彝良县
53,云南省,5305,昭通市,530510,威信县
53,云南省,5305,昭通市,530511,水富县
53,云南省,5306,楚雄彝族自治州,530601,楚雄市
53,云南省,5306,楚雄彝族自治州,530602,双柏县
53,云南省,5306,楚雄彝族自治州,530603,牟定县
53,云南省,5306,楚雄彝族自治州,530604,南华县
53,云南省,5306,楚雄彝族自治州,530605,姚安县
53,云南省,5306,楚雄彝族自治州,530606,大姚县
53,云南省,5306,楚雄彝族自治州,530607,永仁县
53,云南省,5306,楚雄彝族自治州,530608,元谋县
53,云南省,5306,楚雄彝族自治州,530609,武定县
53,云南省,5306,楚雄彝族自治州,530610,禄丰县
53,云南省,5307,红河哈尼族彝族自治州,530701,个旧市
53,云南省,5307,红河哈尼族彝族自治州,530702,开远市
53,云南省,5307,红河哈尼族彝族自治州,530703,蒙自市
53,云南省,5307,红河哈尼族彝族自治州,530704,屏边苗族自治县
53,云南省,5307,红河哈尼族彝族自治州,530705,建水县
53,云南省,5307,红河哈尼族彝族自治州,530706,石屏县
53,云南省,5307,红河哈尼族彝族自治州,530707,弥勒县
53,云南省,5307,红河哈尼族彝族自治州,530708,泸西县
53,云南省,5307,红河哈尼族彝族自治州,530709,元阳县
53,云南省,5307,红河哈尼族彝族自治州,530710,红河县
53,云南省,5307,红河哈尼族彝族自治州,530711,金平苗族瑶族傣族自治县
53,云南省,5307,红河哈尼族彝族自治州,530712,绿春县
53,云南省,5307,红河哈尼族彝族自治州,530713,河口瑶族自治县
53,云南省,5308,西双版纳傣族自治州,530801,景洪市
53,云南省,5308,西双版纳傣族自治州,530802,勐海县
53,云南省,5308,西双版纳傣族自治州,530803,勐腊县
53,云南省,5309,大理白族自治州,530901,大理市
53,云南省,5309,大理白族自治州,530902,漾濞彝族自治县
53,云南省,5309,大理白族自治州,530903,祥云县
53,云南省,5309,大理白族自治州,530904,宾川县
53,云南省,5309,大理白族自治州,530905,弥渡县
53,云南省,5309,大理白族自治州,530906,南涧彝族自治县
53,云南省,5309,大理白族自治州,530907,巍山彝族回族自治县
53,云南省,5309,大理白族自治州,530908,永平县
53,云南省,5309,大理白族自治州,530909,云龙县
53,云南省,5309,大理白族自治州,530910,洱源县
53,云南省,5309,大理白族自治州,530911,剑川县
53,云南省,5309,大理白族自治州,530912,鹤庆县
53,云南省,5310,保山市,531001,隆阳区
53,云南省,5310,保山市,531002,施甸县
53,云南省,5310,保山市,531003,腾冲县
53,云南省,5310,保山市,531004,龙陵县
53,云南省,5310,保山市,531005,昌宁县
53,云南省,5311,德宏傣族景颇族自治州,531101,瑞丽市
53,云南省,5311,德宏傣族景颇族自治州,531102,芒市
53,云南省,5311,德宏傣族景颇族自治州,531103,梁河县
53,云南省,5311,德宏傣族景颇族自治州,531104,盈江县
53,云南省,5311,德宏傣族景颇族自治州,531105,陇川县
53,云南省,5312,丽江市,531201,古城区
53,云南省,5312,丽江市,531202,永胜县
53,云南省,5312,丽江市,531203,华坪县
53,云南省,5312,丽江市,531204,宁蒗彝族自治县
53,云南省,5313,迪庆藏族自治州,531301,香格里拉县
53,云南省,5313,迪庆藏族自治州,531302,德钦县
53,云南省,5313,迪庆藏族自治州,531303,维西傈僳族自治县
53,云南省,5314,怒江傈僳族自治州,531401,泸水县
53,云南省,5314,怒江傈僳族自治州,531402,福贡县
53,云南省,5314,怒江傈僳族自治州,531403,贡山独龙族怒族自治县
53,云南省,5314,怒江傈僳族自治州,531404,兰坪白族普米族自治县
53,云南省,5315,临沧市,531501,临翔区
53,云南省,5315,临沧市,531502,凤庆县
53,云南省,5315,临沧市,531503,云县
53,云南省,5315,临沧市,531504,永德县
53,云南省,5315,临沧市,531505,镇康县
53,云南省,5315,临沧市,531506,双江
53,云南省,5315,临沧市,531507,耿马傣族佤族自治县
53,云南省,5315,临沧市,531508,沧源佤族自治县
53,云南省,5316,普洱市,531601,景东彝族自治县
53,云南省,5316,普洱市,531602,宁洱哈尼族彝族自治县
53,云南省,5316,普洱市,531603,墨江哈尼族自治县
53,云南省,5316,普洱市,531604,景谷傣族彝族自治县
53,云南省,5316,普洱市,531605,思茅区
53,云南省,5316,普洱市,531606,澜沧拉祜族自治县
53,云南省,5316,普洱市,531607,孟连
53,云南省,5316,普洱市,531608,江城哈尼族彝族自治县
53,云南省,5316,普洱市,531609,镇沅
53,云南省,5316,普洱市,531610,西盟佤族自治县
54,西藏自治区,5401,拉萨市,540101,城关区
54,西藏自治区,5401,拉萨市,540102,林周县
54,西藏自治区,5401,拉萨市,540103,当雄县
54,西藏自治区,5401,拉萨市,540104,尼木县
54,西藏自治区,5401,拉萨市,540105,曲水县
54,西藏自治区,5401,拉萨市,540106,堆龙德庆县
54,西藏自治区,5401,拉萨市,540107,达孜县
54,西藏自治区,5401,拉萨市,540108,墨竹工卡县
54,西藏自治区,5402,昌都地区,540201,昌都县
54,西藏自治区,5402,昌都地区,540202,江达县
54,西藏自治区,5402,昌都地区,540203,贡觉县
54,西藏自治区,5402,昌都地区,540204,类乌齐县
54,西藏自治区,5402,昌都地区,540205,丁青县
54,西藏自治区,5402,昌都地区,540206,察雅县
54,西藏自治区,5402,昌都地区,540207,八宿县
54,西藏自治区,5402,昌都地区,540208,左贡县
54,西藏自治区,5402,昌都地区,540209,芒康县
54,西藏自治区,5402,昌都地区,540210,洛隆县
54,西藏自治区,5402,昌都地区,540211,边坝县
54,西藏自治区,5403,山南地区,540301,乃东县
54,西藏自治区,5403,山南地区,540302,扎囊县
54,西藏自治区,5403,山南地区,540303,贡嘎县
54,西藏自治区,5403,山南地区,540304,桑日县
54,西藏自治区,5403,山南地区,540305,琼结县
54,西藏自治区,5403,山南地区,540306,曲松县
54,西藏自治区,5403,山南地区,540307,措美县
54,西藏自治区,5403,山南地区,540308,洛扎县
54,西藏自治区,5403,山南地区,540309,加查县
54,西藏自治区,5403,山南地区,540310,隆子县
54,西藏自治区,5403,山南地区,540311,错那县
54,西藏自治区,5403,山南地区,540312,浪卡子县
54,西藏自治区,5404,日喀则地区,540401,日喀则市
54,西藏自治区,5404,日喀则地区,540402,南木林县
54,西藏自治区,5404,日喀则地区,540403,江孜县
54,西藏自治区,5404,日喀则地区,540404,定日县
54,西藏自治区,5404,日喀则地区,540405,萨迦县
54,西藏自治区,5404,日喀则地区,540406,拉孜县
54,西藏自治区,5404,日喀则地区,540407,昂仁县
54,西藏自治区,5404,日喀则地区,540408,谢通门县
54,西藏自治区,5404,日喀则地区,540409,白朗县
54,西藏自治区,5404,日喀则地区,540410,仁布县
54,西藏自治区,5404,日喀则地区,540411,康马县
54,西藏自治区,5404,日喀则地区,540412,定结县
54,西藏自治区,5404,日喀则地区,540413,仲巴县
54,西藏自治区,5404,日喀则地区,540414,亚东县
54,西藏自治区,5404,日喀则地区,540415,吉隆县
54,西藏自治区,5404,日喀则地区,540416,聂拉木县
54,西藏自治区,5404,日喀则地区,540417,萨嘎县
54,西藏自治区,5404,日喀则地区,540418,岗巴县
54,西藏自治区,5405,那曲地区,540501,那曲县
54,西藏自治区,5405,那曲地区,540502,嘉黎县
54,西藏自治区,5405,那曲地区,540503,比如县
54,西藏自治区,5405,那曲地区,540504,聂荣县
54,西藏自治区,5405,那曲地区,540505,申扎县
54,西藏自治区,5405,那曲地区,540506,索县
54,西藏自治区,5405,那曲地区,540507,班戈县
54,西藏自治区,5405,那曲地区,540508,巴青县
54,西藏自治区,5405,那曲地区,540509,尼玛县
54,西藏自治区,5406,阿里地区,540601,普兰县
54,西藏自治区,5406,阿里地区,540602,札达县
54,西藏自治区,5406,阿里地区,540603,噶尔县
54,西藏自治区,5406,阿里地区,540604,日土县
54,西藏自治区,5406,阿里地区,540605,革吉县
54,西藏自治区,5406,阿里地区,540606,改则县
54,西藏自治区,5406,阿里地区,540607,措勤县
54,西藏自治区,5407,林芝地区,540701,林芝县
54,西藏自治区,5407,林芝地区,540702,工布江达县
54,西藏自治区,5407,林芝地区,540703,米林县
54,西藏自治区,5407,林芝地区,540704,墨脱县
54,西藏自治区,5407,林芝地区,540705,波密县
54,西藏自治区,5407,林芝地区,540706,察隅县
54,西藏自治区,5407,林芝地区,540707,朗县
61,陕西省,6101,西安市,610101,碑林区
61,陕西省,6101,西安市,610102,莲湖区
61,陕西省,6101,西安市,610103,灞桥区
61,陕西省,6101,西安市,610104,未央区
61,陕西省,6101,西安市,610105,雁塔区
61,陕西省,6101,西安市,610106,阎良区
61,陕西省,6101,西安市,610107,临潼区
61,陕西省,6101,西安市,610108,长安区
61,陕西省,6101,西安市,610109,蓝田县
61,陕西省,6101,西安市,610110,周至县
61,陕西省,6101,西安市,610111,户县
61,陕西省,6101,西安市,610112,高陵县
61,陕西省,6102,铜川市,610201,耀州区
61,陕西省,6102,铜川市,610202,宜君县
61,陕西省,6102,铜川市,610203,王益区
61,陕西省,6103,宝鸡市,610301,渭滨区
61,陕西省,6103,宝鸡市,610302,金台区
61,陕西省,6103,宝鸡市,610303,凤翔县
61,陕西省,6103,宝鸡市,610304,岐山县
61,陕西省,6103,宝鸡市,610305,扶风县
61,陕西省,6103,宝鸡市,610306,眉县
61,陕西省,6103,宝鸡市,610307,陇县
61,陕西省,6103,宝鸡市,610308,千阳县
61,陕西省,6103,宝鸡市,610309,麟游县
61,陕西省,6103,宝鸡市,610310,凤县
61,陕西省,6103,宝鸡市,610311,太白县
61,陕西省,6104,咸阳市,610401,秦都区
61,陕西省,6104,咸阳市,610402,杨陵区
61,陕西省,6104,咸阳市,610403,渭城区
61,陕西省,6104,咸阳市,610404,三原县
61,陕西省,6104,咸阳市,610405,泾阳县
61,陕西省,6104,咸阳市,610406,乾县
61,陕西省,6104,咸阳市,610407,礼泉县
61,陕西省,6104,咸阳市,610408,永寿县
61,陕西省,6104,咸阳市,610409,彬县
61,陕西省,6104,咸阳市,610410,长武县
61,陕西省,6104,咸阳市,610411,旬邑县
61,陕西省,6104,咸阳市,610412,淳化县
61,陕西省,6104,咸阳市,610413,武功县
61,陕西省,6104,咸阳市,610414,兴平市
61,陕西省,6105,渭南市,610501,临渭区
61,陕西省,6105,渭南市,610502,华县
61,陕西省,6105,渭南市,610503,潼关县
61,陕西省,6105,渭南市,610504,大荔县
61,陕西省,6105,渭南市,610505,合阳县
61,陕西省,6105,渭南市,610506,澄城县
61,陕西省,6105,渭南市,610507,蒲城县
61,陕西省,6105,渭南市,610508,白水县
61,陕西省,6105,渭南市,610509,富平县
61,陕西省,6105,渭南市,610510,韩城市
61,陕西省,6105,渭南市,610511,华阴市
61,陕西省,6106,延安市,610601,宝塔区
61,陕西省,6106,延安市,610602,延长县
61,陕西省,6106,延安市,610603,延川县
61,陕西省,6106,延安市,610604,子长县
61,陕西省,6106,延安市,610605,安塞县
61,陕西省,6106,延安市,610606,志丹县
61,陕西省,6106,延安市,610607,甘泉县
61,陕西省,6106,延安市,610608,富县
61,陕西省,6106,延安市,610609,洛川县
61,陕西省,6106,延安市,610610,宜川县
61,陕西省,6106,延安市,610611,黄龙县
61,陕西省,6106,延安市,610612,黄陵县
61,陕西省,6106,延安市,610613,吴起县
61,陕西省,6107,汉中市,610701,汉台区
61,陕西省,6107,汉中市,610702,南郑县
61,陕西省,6107,汉中市,610703,城固县
61,陕西省,6107,汉中市,610704,洋县
61,陕西省,6107,汉中市,610705,西乡县
61,陕西省,6107,汉中市,610706,勉县
61,陕西省,6107,汉中市,610707,宁强县
61,陕西省,6107,汉中市,610708,略阳县
61,陕西省,6107,汉中市,610709,镇巴县
61,陕西省,6107,汉中市,610710,留坝县
61,陕西省,6107,汉中市,610711,佛坪县
61,陕西省,6108,安康市,610801,镇坪县
61,陕西省,6108,安康市,610802,汉滨区
61,陕西省,6108,安康市,610803,汉阴县
61,陕西省,6108,安康市,610804,旬阳县
61,陕西省,6108,安康市,610805,白河县
61,陕西省,6108,安康市,610806,岚皋县
61,陕西省,6108,安康市,610807,宁陕县
61,陕西省,6108,安康市,610808,平利县
61,陕西省,6108,安康市,610809,紫阳县
61,陕西省,6108,安康市,610810,石泉县
61,陕西省,6109,榆林市,610901,榆阳区
61,陕西省,6109,榆林市,610902,靖边县
61,陕西省,6109,榆林市,610903,绥德县
61,陕西省,6109,榆林市,610904,府谷县
61,陕西省,6109,榆林市,610905,佳县
61,陕西省,6109,榆林市,610906,子洲县
61,陕西省,6109,榆林市,610907,清涧县
61,陕西省,6109,榆林市,610908,米脂县
61,陕西省,6109,榆林市,610909,横山县
61,陕西省,6109,榆林市,610910,神木县
61,陕西省,6109,榆林市,610911,定边县
61,陕西省,6109,榆林市,610912,吴堡县
61,陕西省,6110,商洛市,611001,镇安县
61,陕西省,6110,商洛市,611002,商南县
61,陕西省,6110,商洛市,611003,山阳县
61,陕西省,6110,商洛市,611004,洛南县
61,陕西省,6110,商洛市,611005,丹凤县
61,陕西省,6110,商洛市,611006,柞水县
61,陕西省,6110,商洛市,611007,商州区
62,甘肃省,6201,兰州市,620101,城关区
62,甘肃省,6201,兰州市,620102,七里河区
62,甘肃省,6201,兰州市,620103,西固区
62,甘肃省,6201,兰州市,620104,安宁区
62,甘肃省,6201,兰州市,620105,红古区
62,甘肃省,6201,兰州市,620106,永登县
62,甘肃省,6201,兰州市,620107,皋兰县
62,甘肃省,6201,兰州市,620108,榆中县
62,甘肃省,6202,嘉峪关市,620201,嘉峪关市市辖区
62,甘肃省,6203,金昌市,620301,金川区
62,甘肃省,6203,金昌市,620302,永昌县
62,甘肃省,6204,白银市,620401,白银区
62,甘肃省,6204,白银市,620402,平川区
62,甘肃省,6204,白银市,620403,会宁县
62,甘肃省,6204,白银市,620404,景泰县
62,甘肃省,6205,天水市,620501,秦州区
62,甘肃省,6205,天水市,620502,麦积区
62,甘肃省,6205,天水市,620503,清水县
62,甘肃省,6205,天水市,620504,秦安县
62,甘肃省,6205,天水市,620505,甘谷县
62,甘肃省,6205,天水市,620506,武山县
62,甘肃省,6205,天水市,620507,张家川回族自治县
62,甘肃省,6206,酒泉市,620601,肃州区
62,甘肃省,6206,酒泉市,620602,玉门市
62,甘肃省,6206,酒泉市,620603,敦煌市
62,甘肃省,6206,酒泉市,620604,金塔县
62,甘肃省,6206,酒泉市,620605,瓜州县
62,甘肃省,6206,酒泉市,620606,阿克塞哈萨克族自治县
62,甘肃省,6207,张掖市,620701,甘州区
62,甘肃省,6207,张掖市,620702,肃南裕固族自治县
62,甘肃省,6207,张掖市,620703,民乐县
62,甘肃省,6207,张掖市,620704,临泽县
62,甘肃省,6207,张掖市,620705,高台县
62,甘肃省,6207,张掖市,620706,山丹县
62,甘肃省,6208,武威市,620801,凉州区
62,甘肃省,6208,武威市,620802,民勤县
62,甘肃省,6208,武威市,620803,古浪县
62,甘肃省,6208,武威市,620804,天祝藏族自治县
62,甘肃省,6209,定西市,620901,安定区
62,甘肃省,6209,定西市,620902,通渭县
62,甘肃省,6209,定西市,620903,陇西县
62,甘肃省,6209,定西市,620904,渭源县
62,甘肃省,6209,定西市,620905,临洮县
62,甘肃省,6209,定西市,620906,漳县
62,甘肃省,6209,定西市,620907,岷县
62,甘肃省,6210,陇南市,621001,武都区
62,甘肃省,6210,陇南市,621002,宕昌县
62,甘肃省,6210,陇南市,621003,成县
62,甘肃省,6210,陇南市,621004,康县
62,甘肃省,6210,陇南市,621005,文县
62,甘肃省,6210,陇南市,621006,西和县
62,甘肃省,6210,陇南市,621007,礼县
62,甘肃省,6210,陇南市,621008,两当县
62,甘肃省,6210,陇南市,621009,徽县
62,甘肃省,6211,平凉市,621101,崆峒区
62,甘肃省,6211,平凉市,621102,泾川县
62,甘肃省,6211,平凉市,621103,灵台县
62,甘肃省,6211,平凉市,621104,崇信县
62,甘肃省,6211,平凉市,621105,华亭县
62,甘肃省,6211,平凉市,621106,庄浪县
62,甘肃省,6211,平凉市,621107,静宁县
62,甘肃省,6212,庆阳市,621201,西峰区
62,甘肃省,6212,庆阳市,621202,庆城县
62,甘肃省,6212,庆阳市,621203,环县
62,甘肃省,6212,庆阳市,621204,华池县
62,甘肃省,6212,庆阳市,621205,合水县
62,甘肃省,6212,庆阳市,621206,正宁县
62,甘肃省,6212,庆阳市,621207,宁县
62,甘肃省,6212,庆阳市,621208,镇原县
62,甘肃省,6213,临夏回族自治州,621301,临夏市
62,甘肃省,6213,临夏回族自治州,621302,临夏县
62,甘肃省,6213,临夏回族自治州,621303,康乐县
62,甘肃省,6213,临夏回族自治州,621304,永靖县
62,甘肃省,6213,临夏回族自治州,621305,广河县
62,甘肃省,6213,临夏回族自治州,621306,和政县
62,甘肃省,6213,临夏回族自治州,621307,东乡族自治县
62,甘肃省,6213,临夏回族自治州,621308,积石山县
62,甘肃省,6214,甘南藏族自治州,621401,合作市
62,甘肃省,6214,甘南藏族自治州,621402,临潭县
62,甘肃省,6214,甘南藏族自治州,621403,卓尼县
62,甘肃省,6214,甘南藏族自治州,621404,舟曲县
62,甘肃省,6214,甘南藏族自治州,621405,迭部县
62,甘肃省,6214,甘南藏族自治州,621406,玛曲县
62,甘肃省,6214,甘南藏族自治州,621407,碌曲县
62,甘肃省,6214,甘南藏族自治州,621408,夏河县
63,青海省,6301,海西蒙古族藏族自治州,630101,格尔木市
63,青海省,6301,海西蒙古族藏族自治州,630102,德令哈市
63,青海省,6301,海西蒙古族藏族自治州,630103,乌兰县
63,青海省,6301,海西蒙古族藏族自治州,630104,都兰县
63,青海省,6301,海西蒙古族藏族自治州,630105,天峻县
63,青海省,6302,西宁市,630201,城东区
63,青海省,6302,西宁市,630202,城中区
63,青海省,6302,西宁市,630203,城西区
63,青海省,6302,西宁市,630204,城北区
63,青海省,6302,西宁市,630205,大通回族土族自治县
63,青海省,6302,西宁市,630206,湟中县
63,青海省,6302,西宁市,630207,湟源县
63,青海省,6303,海东地区,630301,平安县
63,青海省,6303,海东地区,630302,民和回族土族自治县
63,青海省,6303,海东地区,630303,乐都县
63,青海省,6303,海东地区,630304,互助土族自治县
63,青海省,6303,海东地区,630305,化隆回族自治县
63,青海省,6303,海东地区,630306,循化撒拉族自治县
63,青海省,6304,玉树藏族自治州,630401,曲麻莱县
63,青海省,6304,玉树藏族自治州,630402,玉树县
63,青海省,6304,玉树藏族自治州,630403,杂多县
63,青海省,6304,玉树藏族自治州,630404,称多县
63,青海省,6304,玉树藏族自治州,630405,治多县
63,青海省,6304,玉树藏族自治州,630406,囊谦县
63,青海省,6305,海北藏族自治州,630501,门源回族自治县
63,青海省,6305,海北藏族自治州,630502,祁连县
63,青海省,6305,海北藏族自治州,630503,海晏县
63,青海省,6305,海北藏族自治州,630504,刚察县
63,青海省,6306,黄南藏族自治州,630601,同仁县
63,青海省,6306,黄南藏族自治州,630602,尖扎县
63,青海省,6306,黄南藏族自治州,630603,泽库县
63,青海省,6306,黄南藏族自治州,630604,河南蒙古族自治县
63,青海省,6307,海南藏族自治州,630701,共和县
63,青海省,6307,海南藏族自治州,630702,同德县
63,青海省,6307,海南藏族自治州,630703,贵德县
63,青海省,6307,海南藏族自治州,630704,兴海县
63,青海省,6307,海南藏族自治州,630705,贵南县
63,青海省,6308,果洛藏族自治州,630801,玛沁县
63,青海省,6308,果洛藏族自治州,630802,班玛县
63,青海省,6308,果洛藏族自治州,630803,甘德县
63,青海省,6308,果洛藏族自治州,630804,达日县
63,青海省,6308,果洛藏族自治州,630805,久治县
63,青海省,6308,果洛藏族自治州,630806,玛多县
64,宁夏回族自治区,6401,银川市,640101,兴庆区
64,宁夏回族自治区,6401,银川市,640102,西夏区
64,宁夏回族自治区,6401,银川市,640103,金凤区
64,宁夏回族自治区,6401,银川市,640104,贺兰县
64,宁夏回族自治区,6401,银川市,640105,灵武市
64,宁夏回族自治区,6402,石嘴山市,640201,大武口区
64,宁夏回族自治区,6402,石嘴山市,640202,惠农区
64,宁夏回族自治区,6402,石嘴山市,640203,平罗县
64,宁夏回族自治区,6403,吴忠市,640301,利通区
64,宁夏回族自治区,6403,吴忠市,640302,红寺堡区
64,宁夏回族自治区,6403,吴忠市,640303,盐池县
64,宁夏回族自治区,6403,吴忠市,640304,青铜峡市
64,宁夏回族自治区,6404,固原市,640401,原州区
64,宁夏回族自治区,6404,固原市,640402,西吉县
64,宁夏回族自治区,6404,固原市,640403,隆德县
64,宁夏回族自治区,6404,固原市,640404,泾源县
64,宁夏回族自治区,6404,固原市,640405,彭阳县
64,宁夏回族自治区,6405,中卫市,640501,沙坡头区
64,宁夏回族自治区,6405,中卫市,640502,中宁县
64,宁夏回族自治区,6405,中卫市,640503,海原县
65,新疆维吾尔自治区,6501,乌鲁木齐市,650101,天山区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650102,沙依巴克区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650103,新市区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650104,水磨沟区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650105,头屯河区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650106,乌鲁木齐县
65,新疆维吾尔自治区,6501,乌鲁木齐市,650107,米东区
65,新疆维吾尔自治区,6501,乌鲁木齐市,650108,达坂城区
65,新疆维吾尔自治区,6502,克拉玛依市,650201,独山子区
65,新疆维吾尔自治区,6502,克拉玛依市,650202,克拉玛依区
65,新疆维吾尔自治区,6502,克拉玛依市,650203,白碱滩区
65,新疆维吾尔自治区,6502,克拉玛依市,650204,乌尔禾区
65,新疆维吾尔自治区,6503,吐鲁番地区,650301,吐鲁番市
65,新疆维吾尔自治区,6503,吐鲁番地区,650302,鄯善县
65,新疆维吾尔自治区,6503,吐鲁番地区,650303,托克逊县
65,新疆维吾尔自治区,6504,哈密地区,650401,哈密市
65,新疆维吾尔自治区,6504,哈密地区,650402,巴里坤哈萨克自治县
65,新疆维吾尔自治区,6504,哈密地区,650403,伊吾县
65,新疆维吾尔自治区,6505,昌吉回族自治州,650501,昌吉市
65,新疆维吾尔自治区,6505,昌吉回族自治州,650502,阜康市
65,新疆维吾尔自治区,6505,昌吉回族自治州,650503,呼图壁县
65,新疆维吾尔自治区,6505,昌吉回族自治州,650504,玛纳斯县
65,新疆维吾尔自治区,6505,昌吉回族自治州,650505,奇台县
65,新疆维吾尔自治区,6505,昌吉回族自治州,650506,吉木萨尔县
65,新疆维吾尔自治区,6505,昌吉回族自治州,650507,木垒哈萨克自治县
65,新疆维吾尔自治区,6506,博尔塔拉蒙古自治州,650601,博乐市
65,新疆维吾尔自治区,6506,博尔塔拉蒙古自治州,650602,精河县
65,新疆维吾尔自治区,6506,博尔塔拉蒙古自治州,650603,温泉县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650701,库尔勒市
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650702,轮台县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650703,尉犁县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650704,若羌县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650705,且末县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650706,焉耆回族自治县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650707,和静县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650708,和硕县
65,新疆维吾尔自治区,6507,巴音郭楞蒙古自治州,650709,博湖县
65,新疆维吾尔自治区,6508,阿克苏地区,650801,阿克苏市
65,新疆维吾尔自治区,6508,阿克苏地区,650802,温宿县
65,新疆维吾尔自治区,6508,阿克苏地区,650803,库车县
65,新疆维吾尔自治区,6508,阿克苏地区,650804,沙雅县
